user_id,income,rent,groceries,transport,shopping,utilities,emi,savings_goal,total_spend,savings,savings_rate,expense_ratio,ai_advice
USER_578,26315,5069,3623,1574,4929,2098,8097,11775,25390,925,0.03515105453163595,0.9648489454683641,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_579,116370,24211,11569,5844,8484,9698,39597,26239,99403,16967,0.14580218269313397,0.8541978173068661,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_580,121412,11504,2320,1021,21933,10887,35209,13262,82874,38538,0.3174150825289098,0.6825849174710902,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_581,65339,5880,9102,1950,2065,1186,24436,28691,44619,20720,0.31711535223985676,0.6828846477601432,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_582,23176,5949,3089,2270,3898,1540,529,5974,17275,5901,0.2546168450120815,0.7453831549879185,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_583,117218,34489,15839,2273,21329,4331,4134,54015,82395,34823,0.2970789469194151,0.702921053080585,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_584,103021,26306,4889,4096,19968,3212,26213,19309,84684,18337,0.17799283641199368,0.8220071635880063,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_585,127578,5433,2002,7484,11355,1415,4953,31276,32642,94936,0.744140839329665,0.255859160670335,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_586,29428,8145,4213,2234,5317,2813,4467,11009,27189,2239,0.07608400163109963,0.9239159983689004,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_587,43953,3626,6267,1433,1968,2335,6436,14430,22065,21888,0.49798648556412534,0.5020135144358747,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_588,105963,17508,10182,7145,6125,4454,39766,36467,85180,20783,0.19613449977822447,0.8038655002217755,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_589,23066,3481,2716,2237,4440,1030,5789,6282,19693,3373,0.14623255007370156,0.8537674499262985,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_590,93746,28081,11242,5035,16472,2511,30651,34207,93992,-246,-0.0026241119621103833,1.0026241119621104,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_591,58134,11964,3585,2473,2489,4816,8884,17360,34211,23923,0.41151477620669485,0.5884852237933051,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_592,75637,18399,8289,5897,9137,1866,3093,35124,46681,28956,0.38282850985628725,0.6171714901437128,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_593,65583,13490,5621,2752,8911,3106,16109,10262,49989,15594,0.23777503316408216,0.7622249668359179,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_594,64786,19153,7377,4939,7947,2339,7846,29301,49601,15185,0.2343870589324854,0.7656129410675145,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_595,65835,3837,8998,1475,10066,4411,5132,31384,33919,31916,0.48478772689299005,0.5152122731070099,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_596,46536,3699,6058,2785,733,1434,10580,18701,25289,21247,0.4565712566615094,0.5434287433384907,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_597,125634,14578,6844,9203,3336,10539,47479,20231,91979,33655,0.26788130601588744,0.7321186939841126,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_598,93527,14284,5597,8302,15739,5969,27117,23182,77008,16519,0.17662279341794349,0.8233772065820565,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_599,58884,7538,4090,2009,618,1272,8312,12247,23839,35045,0.5951531825283608,0.40484681747163914,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_600,22398,4375,3117,2223,1981,1511,33,5356,13240,9158,0.40887579248147154,0.5911242075185285,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_601,143670,12083,9571,5674,16461,11671,31984,70155,87444,56226,0.39135518897473376,0.6086448110252662,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_602,63928,6129,5971,1020,3516,5585,13656,7974,35877,28051,0.4387905143286197,0.5612094856713803,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_603,41874,3707,4843,2303,1325,3792,5690,8391,21660,20214,0.4827339160338157,0.5172660839661842,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_604,76314,14457,8559,6319,963,5199,11963,36689,47460,28854,0.37809576224545954,0.6219042377545404,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_605,29273,3682,2540,1420,5270,1592,9835,10142,24339,4934,0.16855122467803094,0.831448775321969,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_606,47884,4605,3772,3926,6025,4375,6192,12721,28895,18989,0.3965625261047532,0.6034374738952468,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_607,42195,11941,2188,2864,4497,1971,1294,19014,24755,17440,0.41331911363905677,0.5866808863609433,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_608,115280,19672,15843,11527,19890,10002,42111,25416,119045,-3765,-0.03265961138098543,1.0326596113809854,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_609,46379,3754,2515,4154,970,3129,3542,14536,18064,28315,0.6105133788999332,0.3894866211000668,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_610,37300,3007,2579,1150,4294,3183,8340,17551,22553,14747,0.3953619302949062,0.6046380697050938,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_611,64866,9840,7589,2544,1133,1927,7210,5642,30243,34623,0.5337619091665896,0.4662380908334104,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_612,50543,8017,7399,2138,6795,1509,3573,16963,29431,21112,0.41770373741170885,0.5822962625882911,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_613,46915,5859,5898,3549,1362,4414,8763,23287,29845,17070,0.36384951508046465,0.6361504849195353,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_614,134464,26156,13702,10681,13196,12510,25509,15328,101754,32710,0.2432621370775821,0.7567378629224178,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_615,121651,12821,14871,11888,16167,8486,4179,45961,68412,53239,0.4376371751979022,0.5623628248020978,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_616,107353,25055,15795,10596,802,6809,24720,37089,83777,23576,0.219611934459214,0.780388065540786,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_617,69651,13688,3672,2682,8715,1996,8655,15594,39408,30243,0.43420769263901454,0.5657923073609855,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_618,149915,43616,17280,10797,4855,3415,33780,45139,113743,36172,0.24128339392322315,0.7587166060767768,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_619,47209,10609,3829,3529,2695,2577,4034,22979,27273,19936,0.422292359507721,0.577707640492279,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_620,33220,5879,4697,1571,861,1670,8810,12326,23488,9732,0.2929560505719446,0.7070439494280554,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_621,46267,11088,3379,2648,4086,1449,6580,21344,29230,17037,0.3682322173471373,0.6317677826528627,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_622,52406,9608,2097,2581,7052,2490,3010,22880,26838,25568,0.4878830668244094,0.5121169331755906,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_623,47347,9125,4845,1989,7319,2315,9842,15404,35435,11912,0.2515893298413838,0.7484106701586162,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_624,34509,3479,4353,1358,3926,2483,5976,6632,21575,12934,0.3748007766090006,0.6251992233909994,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_625,115152,22197,12272,9994,17082,9951,41734,44597,113230,1922,0.016690982353758512,0.9833090176462415,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_626,87170,25379,9008,8518,2022,5304,32063,36453,82294,4876,0.05593667546174143,0.9440633245382586,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_627,49704,8359,7134,3536,2793,1783,5755,10810,29360,20344,0.4093030741992596,0.5906969258007404,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_628,60283,13212,6651,6011,12050,2280,19499,10433,59703,580,0.009621286266443275,0.9903787137335567,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_629,42360,6147,4892,1318,1576,3504,11790,15029,29227,13133,0.3100330500472144,0.6899669499527856,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_630,88280,24278,10921,7960,1538,5423,31313,25057,81433,6847,0.07756003624830086,0.9224399637516991,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_631,48750,14263,3040,2534,4963,3095,3562,11507,31457,17293,0.35472820512820513,0.6452717948717949,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_632,121483,34376,15255,10484,13936,9314,8065,22114,91430,30053,0.2473844076949038,0.7526155923050962,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_633,61900,10381,3881,5608,6783,5506,17287,19721,49446,12454,0.20119547657512116,0.7988045234248788,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_634,112306,9167,6326,2505,14071,4640,37323,32857,74032,38274,0.34080102576888144,0.6591989742311185,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_635,93443,27839,13824,3219,14884,8858,28028,22698,96652,-3209,-0.03434179125242126,1.0343417912524213,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_636,142779,7840,17731,9443,22541,13303,31847,7584,102705,40074,0.28067152732544703,0.719328472674553,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_637,87789,7496,7281,3540,5407,4817,6694,17640,35235,52554,0.5986399207189966,0.4013600792810033,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_638,83016,22571,6310,6324,8993,3697,31998,20017,79893,3123,0.03761925411968777,0.9623807458803122,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_639,118371,31582,15394,7740,17405,11746,16606,43730,100473,17898,0.15120257495501432,0.8487974250449857,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_640,35102,6373,3778,2987,3509,1884,12614,9424,31145,3957,0.11272861945188309,0.8872713805481169,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_641,86045,18769,10260,1227,13718,1334,17995,11193,63303,22742,0.26430356208960426,0.7356964379103957,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_642,108410,6775,9798,1159,7716,2712,25871,46696,54031,54379,0.5016050179872705,0.49839498201272947,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_643,71816,11051,10259,5684,5120,2979,16119,16858,51212,20604,0.286899855185474,0.713100144814526,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_644,107505,4042,9380,1683,9474,3079,12854,28869,40512,66993,0.6231617134086787,0.37683828659132135,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_645,111150,4832,5894,8252,1554,8064,20735,31083,49331,61819,0.5561763382816014,0.44382366171839854,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_646,54238,15189,3066,3774,9045,2735,3619,6497,37428,16810,0.3099303071647185,0.6900696928352815,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_647,75397,4630,8536,5961,8933,6111,4520,30870,38691,36706,0.4868363462737244,0.5131636537262756,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_648,88984,9302,11451,3072,11802,3763,16360,29900,55750,33234,0.3734828733255417,0.6265171266744584,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_649,124248,6733,12379,7378,3293,8545,26873,54904,65201,59047,0.4752350138432812,0.5247649861567188,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_650,108081,15870,4120,2101,6365,4932,4953,11183,38341,69740,0.6452567981421341,0.35474320185786584,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_651,24337,4175,2593,1034,2720,1999,4442,6487,16963,7374,0.3029954390434318,0.6970045609565682,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_652,126886,37213,8666,2572,15948,3066,16748,14152,84213,42673,0.33630975836577714,0.6636902416342229,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_653,126983,22344,10709,6300,24410,4250,6048,12374,74061,52922,0.416764448784483,0.5832355512155171,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_654,101925,11018,12705,1869,12856,3437,1280,45005,43165,58760,0.5765023301447143,0.42349766985528575,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_655,20719,3064,2525,1028,622,1017,6114,8303,14370,6349,0.3064337081905497,0.6935662918094503,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_656,135686,29141,13258,12282,22002,9245,21572,21513,107500,28186,0.2077296110136639,0.7922703889863361,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_657,108048,19349,11428,4284,13221,6726,17200,32066,72208,35840,0.33170442766177993,0.66829557233822,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_658,47574,4476,5757,4606,6955,4282,11933,17225,38009,9565,0.20105519821751378,0.7989448017824863,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_659,148647,26495,2032,12761,1606,7737,15789,9505,66420,82227,0.5531695896990858,0.44683041030091425,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_660,110428,17333,3866,5782,8917,8551,19607,36368,64056,46372,0.41992972796754446,0.5800702720324555,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_661,49127,4900,7190,4412,840,2563,1898,11653,21803,27324,0.5561910965456877,0.4438089034543123,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_662,135250,36856,7878,6089,7705,10295,8703,38967,77526,57724,0.42679482439926064,0.5732051756007394,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_663,65252,5142,8575,1002,8782,2764,2116,31950,28381,36871,0.5650554772267516,0.43494452277324835,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_664,116779,3331,10037,4669,1086,7882,45393,10389,72398,44381,0.3800426446535764,0.6199573553464236,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_665,57357,13062,2101,2030,5818,5346,12553,7521,40910,16447,0.2867479121990341,0.7132520878009658,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_666,78611,5126,7740,4475,8985,4855,3276,26263,34457,44154,0.56167711897826,0.43832288102173994,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_667,35637,7388,4624,1066,685,1148,5379,5235,20290,15347,0.43064792210343183,0.5693520778965682,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_668,56341,8566,3068,4302,8370,4699,1502,23878,30507,25834,0.45852931257876145,0.5414706874212385,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_669,88641,18682,4814,6429,14533,8643,2372,32234,55473,33168,0.37418350424747016,0.6258164957525298,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_670,77843,19796,4251,4438,9928,5457,20005,14304,63875,13968,0.17943809976491143,0.8205619002350886,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_671,104734,24246,12770,9018,10770,10270,22396,14812,89470,15264,0.14574063818817193,0.854259361811828,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_672,58399,8432,2483,5444,4144,5141,237,5029,25881,32518,0.556824603161013,0.443175396838987,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_673,53514,14786,5726,3789,4919,4480,15699,8316,49399,4115,0.07689576559405016,0.9231042344059498,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_674,40435,5571,3599,3330,6591,2151,391,18351,21633,18802,0.46499319896129593,0.5350068010387041,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_675,26206,5326,2032,2083,4942,2505,5585,10159,22473,3733,0.1424482942837518,0.8575517057162482,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_676,136217,6466,13248,1187,3725,10117,9257,21691,44000,92217,0.6769859855965115,0.32301401440348854,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_677,122259,30910,14058,5783,22859,5032,40243,58840,118885,3374,0.027597150312042466,0.9724028496879575,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_678,78662,21157,9235,6597,4628,4688,26578,10418,72883,5779,0.07346622257252548,0.9265337774274746,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_679,117655,14279,15344,10446,19361,7127,21227,21239,87784,29871,0.2538863626705197,0.7461136373294802,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_680,51275,13915,3199,3837,819,2783,13380,6569,37933,13342,0.2602047781569966,0.7397952218430034,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_681,132903,8861,18223,10916,25625,4296,5919,42880,73840,59063,0.44440682302130124,0.5555931769786987,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_682,64269,7657,6961,2176,6140,4799,7389,5286,35122,29147,0.4535156918576608,0.5464843081423393,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_683,56527,12112,4852,1820,8733,2022,15140,25742,44679,11848,0.20959895271286288,0.7904010472871371,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_684,128289,38011,12327,4074,25042,12436,49315,29861,141205,-12916,-0.10067893584017336,1.1006789358401734,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_685,45365,8938,6379,2983,2018,2410,4125,6150,26853,18512,0.40806789375068886,0.5919321062493111,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_686,83448,20243,9212,7811,14620,7594,4445,5173,63925,19523,0.23395407918703864,0.7660459208129614,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_687,136425,32448,16899,4856,24591,6999,15079,21983,100872,35553,0.2606047278724574,0.7393952721275426,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_688,25847,3304,3173,1291,1189,1914,9213,10946,20084,5763,0.2229659148063605,0.7770340851936395,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_689,103686,11550,11914,5980,1131,1689,18751,26059,51015,52671,0.5079856489786471,0.49201435102135294,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_690,25862,6077,3627,1682,4814,2560,3369,9252,22129,3733,0.14434305158147087,0.8556569484185291,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_691,110968,26549,8805,2966,12127,1877,6681,16593,59005,51963,0.4682701319299257,0.5317298680700743,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_692,145323,35741,20784,6135,14219,2670,35503,21324,115052,30271,0.2083015076760045,0.7916984923239955,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_693,39597,11768,3229,2584,4457,2224,8441,15181,32703,6894,0.1741040987953633,0.8258959012046367,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_694,62748,5895,6510,2715,10443,3935,13006,11839,42504,20244,0.32262382864792505,0.677376171352075,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_695,146626,20355,10514,9178,29016,8516,9035,47675,86614,60012,0.40928621117673536,0.5907137888232646,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_696,32924,4122,3751,2176,4004,1141,3764,9886,18958,13966,0.424189041428745,0.575810958571255,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_697,115750,23164,10473,9353,21932,5714,25294,45735,95930,19820,0.17123110151187904,0.828768898488121,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_698,46591,8749,2624,3188,7669,3600,11384,9783,37214,9377,0.2012620463179584,0.7987379536820416,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_699,92248,11888,10913,8697,7366,6804,22865,28718,68533,23715,0.25707874425461796,0.742921255745382,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_700,30287,5202,2769,2554,1854,2785,9010,12418,24174,6113,0.20183577112292403,0.7981642288770759,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_701,135290,14707,10734,5651,9941,11856,46476,26930,99365,35925,0.2655406903688373,0.7344593096311627,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_702,94047,8060,10206,5969,13640,1484,31861,18793,71220,22827,0.24271906599891543,0.7572809340010845,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_703,29796,4622,2386,2462,2514,2525,4082,6490,18591,11205,0.37605718888441403,0.623942811115586,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_704,147304,14177,21905,5525,2560,11282,26086,34815,81535,65769,0.4464848205072503,0.5535151794927496,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_705,50777,8858,6974,2507,6084,2844,16203,18307,43470,7307,0.14390373594343897,0.856096264056561,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_706,27229,6672,3660,2459,1617,1827,4311,13032,20546,6683,0.245436850416835,0.7545631495831651,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_707,26525,6547,2630,1914,4529,2059,3961,5585,21640,4885,0.18416588124410932,0.8158341187558906,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_708,30872,8444,4306,2341,1498,1421,5703,5773,23713,7159,0.2318929774552993,0.7681070225447006,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_709,149346,5350,21571,13825,29280,13244,15077,24546,98347,50999,0.34148219570661414,0.6585178042933858,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_710,112669,17951,7712,8044,8800,9845,21177,55957,73529,39140,0.3473892552521102,0.6526107447478898,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_711,37775,5476,4549,2904,3574,3617,8517,18378,28637,9138,0.24190602250165452,0.7580939774983455,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_712,30733,3768,2721,2160,4215,1439,6318,12121,20621,10112,0.32902742979858784,0.6709725702014122,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_713,28584,3815,3024,1514,606,1718,7263,12645,17940,10644,0.3723761544920235,0.6276238455079765,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_714,128002,36289,7855,8670,22777,7641,39537,52384,122769,5233,0.04088217371603569,0.9591178262839644,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_715,90335,23484,6438,7521,16948,4508,22391,18006,81290,9045,0.10012730392428185,0.8998726960757182,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_716,36082,8805,4257,1157,2611,2190,9193,8622,28213,7869,0.21808658056648744,0.7819134194335126,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_717,123265,28544,12895,5243,6230,7881,14330,17101,75123,48142,0.3905569301910518,0.6094430698089482,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_718,102567,5548,7894,2563,3265,8628,3300,18088,31198,71369,0.6958280928563768,0.3041719071436232,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_719,134843,32243,4063,8669,22897,4850,23750,62506,96472,38371,0.28456056302514776,0.7154394369748522,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_720,23424,3013,2808,1561,1510,2154,8705,5042,19751,3673,0.1568049863387978,0.8431950136612022,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_721,88044,13936,2939,3473,15383,3717,3590,23501,43038,45006,0.5111762300667848,0.4888237699332152,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_722,114140,17291,3560,1984,15568,8607,35088,53373,82098,32042,0.2807254249167689,0.7192745750832311,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_723,22600,4235,2897,1887,764,1057,4020,6543,14860,7740,0.3424778761061947,0.6575221238938053,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_724,88612,8859,4116,4606,11321,7110,26973,31141,62985,25627,0.28920462239877215,0.7107953776012278,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_725,65592,18016,3241,1977,10109,5689,2127,7238,41159,24433,0.37249969508476644,0.6275003049152336,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_726,134088,8290,8623,3495,7164,5138,31016,19901,63726,70362,0.5247449436191158,0.4752550563808842,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_727,24171,3659,2858,1121,672,1095,8173,5116,17578,6593,0.2727648835381242,0.7272351164618758,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_728,27444,4684,2347,1824,794,1766,6378,9343,17793,9651,0.3516615653694797,0.6483384346305203,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_729,37686,5276,4349,2921,1803,1437,13365,15009,29151,8535,0.22647667568858462,0.7735233243114154,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_730,145594,21774,3147,6803,11853,8717,50141,53439,102435,43159,0.29643391898017774,0.7035660810198222,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_731,146619,35477,13761,8049,20336,9207,23834,53790,110664,35955,0.2452274261862378,0.7547725738137622,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_732,23351,3934,3421,1156,1582,1969,602,8008,12664,10687,0.45766776583443963,0.5423322341655603,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_733,134563,35500,3051,8822,3815,4387,10353,33847,65928,68635,0.5100584856164028,0.4899415143835973,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_734,55512,4600,5108,2336,5392,3187,15288,6602,35911,19601,0.3530948263438536,0.6469051736561464,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_735,99842,7242,8706,9716,8891,2424,23002,33696,59981,39861,0.39924080046473426,0.6007591995352657,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_736,28308,4054,2417,1507,808,1321,8887,10573,18994,9314,0.32902359756959165,0.6709764024304083,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_737,88319,4153,13198,1237,14013,1701,703,13757,35005,53314,0.6036526681687971,0.3963473318312028,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_738,106259,27871,4683,3471,20317,2222,31870,33332,90434,15825,0.14892856134539192,0.8510714386546081,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_739,35401,10246,3153,1524,7060,2835,526,14318,25344,10057,0.2840880201124262,0.7159119798875738,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_740,77995,5490,7021,7537,10863,7429,20905,30152,59245,18750,0.2404000256426694,0.7595999743573306,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_741,31540,3498,3613,2860,5625,1090,7428,11816,24114,7426,0.23544705136334812,0.7645529486366519,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_742,107613,10790,2795,7656,4179,9197,4933,48902,39550,68063,0.6324793472907548,0.36752065270924517,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_743,95488,4777,13515,1424,1113,8173,32136,20264,61138,34350,0.3597310656836461,0.6402689343163539,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_744,41417,7533,4064,2522,5232,3521,9466,11669,32338,9079,0.21920950334403747,0.7807904966559626,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_745,83630,12463,3025,5934,6506,3356,8056,9876,39340,44290,0.5295946430706684,0.47040535692933155,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
